respondent_id,age,gender,country,education_level,industry,job_role,years_in_role,company_size,digital_adoption_score,ai_usage_frequency,growth_mindset_score,limiting_beliefs_score,change_resistance_level,training_hours_last_year,leadership_score,team_openness_score,recent_failed_initiatives,positive_feedback_percent,retention_intent,survey_date
6840,47,Female,Japan,Bachelor's,Government,Manager,4,1-50,63.71,Often,60.57,36.2,Medium,27,39.59,40.42,0,40.83,Unlikely,2025-05-17 04:47:08.279077
6841,37,Male,Germany,Bachelor's,Consulting,Manager,4,201-1000,45.72,Daily,61.59,35.48,Medium,25,59.32,45.32,0,64.62,Likely,2025-08-02 04:47:08.279077
6842,58,Male,Australia,High School,Energy,Technical Specialist,1,51-200,53.43,Never,68.19,35.2,Medium,15,21.67,30.51,1,40.47,Unlikely,2024-08-14 04:47:08.279077
6843,48,Female,India,Bachelor's,Education,Manager,5,1-50,52.72,Rarely,79.4,22.23,Low,20,66.76,68.43,0,84.46,Very Likely,2024-08-23 04:47:08.279077
6844,37,Male,Brazil,PhD,Education,Staff,2,201-1000,50.74,Occasionally,60.31,31.34,Low,9,62.49,67.74,1,60.57,Likely,2024-12-07 04:47:08.279077
6845,27,Male,UK,Master's,Finance,Staff,2,201-1000,71.42,Never,56.16,23.68,Low,11,28.74,34.84,2,29.24,Unlikely,2025-05-01 04:47:08.279077
6846,50,Female,USA,Master's,Finance,Manager,3,201-1000,54.39,Rarely,69.19,19.73,Low,27,37.09,57.62,2,52.18,Likely,2025-01-06 04:47:08.279077
6847,53,Female,France,Bachelor's,Manufacturing,Manager,12,51-200,37.75,Rarely,56.38,56.48,Medium,20,71.52,60.98,0,62.66,Likely,2025-01-20 04:47:08.279077
6848,26,Male,UK,Bachelor's,Government,Staff,4,1-50,34.71,Often,54.86,45.23,Medium,9,64.37,65.79,2,68.9,Likely,2025-04-10 04:47:08.279077
6849,55,Male,Canada,Bachelor's,Consulting,Executive,3,1001+,35.27,Rarely,57.08,50.04,Medium,35,54.6,60.96,1,62.58,Likely,2025-02-20 04:47:08.279077
6850,37,Male,Germany,Master's,Healthcare,Technical Specialist,5,201-1000,60.9,Never,74.87,15.73,Low,4,65.45,68.04,0,65.58,Likely,2024-10-22 04:47:08.279077
6851,57,Male,USA,Bachelor's,IT,HR,6,51-200,50.39,Daily,43.01,72.82,High,6,55.37,40.89,1,55.84,Likely,2024-08-12 04:47:08.279077
6852,28,Male,Japan,Master's,Manufacturing,Staff,3,51-200,41.13,Never,88.92,19.29,Low,10,21.28,0.0,2,54.57,Likely,2025-01-27 04:47:08.279077
6853,28,Male,France,PhD,Retail,Staff,3,201-1000,69.62,Occasionally,38.77,59.41,Medium,11,57.01,45.94,0,50.18,Likely,2025-07-19 04:47:08.279077
6854,27,Prefer not to say,India,Bachelor's,Retail,Staff,4,51-200,63.66,Often,77.9,7.3,Low,10,30.71,12.74,1,33.57,Unlikely,2025-01-30 04:47:08.279077
6855,54,Female,USA,Bachelor's,Media,Staff,4,1-50,39.35,Often,58.04,37.76,Medium,9,93.26,100.0,0,94.56,Very Likely,2025-01-31 04:47:08.279077
6856,37,Male,India,Bachelor's,Government,Staff,4,51-200,31.68,Occasionally,85.55,3.42,Low,11,29.67,44.03,2,72.76,Likely,2025-06-19 04:47:08.279077
6857,24,Male,UK,High School,Media,Staff,0,201-1000,64.3,Occasionally,51.51,47.48,Medium,9,54.07,33.49,1,68.2,Likely,2025-01-04 04:47:08.279077
6858,33,Female,UK,Bachelor's,Energy,Technical Specialist,5,1001+,49.66,Often,42.98,52.64,Medium,3,57.56,40.78,1,51.48,Likely,2024-12-01 04:47:08.279077
6859,47,Male,Brazil,Bachelor's,Education,Operations,7,1-50,77.17,Occasionally,40.4,48.56,Medium,4,35.53,33.48,0,14.84,Very Unlikely,2025-04-16 04:47:08.279077
6860,49,Female,Germany,High School,Education,Staff,3,51-200,79.25,Daily,52.58,36.11,Medium,16,46.95,45.21,0,50.38,Likely,2024-12-22 04:47:08.279077
6861,23,Female,Japan,Bachelor's,Education,Staff,8,1-50,54.7,Daily,53.82,36.81,Medium,9,77.15,68.79,0,53.84,Likely,2024-09-03 04:47:08.279077
6862,58,Female,UK,Master's,Education,Staff,6,1001+,69.02,Often,57.29,30.34,Low,7,27.69,44.39,0,45.78,Unlikely,2025-06-19 04:47:08.279077
6863,39,Male,Australia,Other,Manufacturing,Manager,8,201-1000,91.52,Often,67.96,39.86,Medium,26,27.39,16.93,0,35.48,Unlikely,2024-12-12 04:47:08.279077
6864,44,Female,Canada,Master's,Retail,Operations,6,201-1000,34.29,Often,73.03,31.42,Low,3,89.13,76.46,2,74.59,Likely,2025-02-17 04:47:08.279077
6865,47,Other,Brazil,High School,IT,Executive,5,1-50,44.85,Often,71.21,30.4,Low,14,83.03,100.0,1,88.5,Very Likely,2024-08-18 04:47:08.279077
6866,31,Female,USA,High School,Finance,Executive,4,51-200,75.36,Often,41.91,52.31,Medium,24,83.03,83.16,0,70.93,Likely,2025-05-14 04:47:08.279077
6867,21,Female,Canada,Bachelor's,Media,Staff,4,201-1000,65.92,Rarely,65.64,38.94,Medium,13,73.57,87.76,1,57.83,Likely,2024-12-24 04:47:08.279077
6868,33,Male,France,High School,Retail,Technical Specialist,1,1-50,76.17,Occasionally,77.71,29.04,Low,10,63.88,52.59,1,56.2,Likely,2024-11-26 04:47:08.279077
6869,41,Male,Japan,Bachelor's,Retail,Technical Specialist,7,51-200,46.72,Occasionally,74.59,20.75,Low,7,29.93,61.42,0,52.75,Likely,2024-10-19 04:47:08.279077
6870,50,Female,USA,High School,Energy,Technical Specialist,2,51-200,39.97,Occasionally,81.87,15.34,Low,14,33.84,24.38,0,55.49,Likely,2025-01-24 04:47:08.279077
6871,42,Female,Brazil,Bachelor's,Manufacturing,Technical Specialist,4,1-50,51.3,Often,66.87,41.09,Medium,12,22.31,31.65,0,42.2,Unlikely,2025-02-20 04:47:08.279077
6872,39,Female,India,Bachelor's,Education,Technical Specialist,4,51-200,46.95,Occasionally,62.83,22.77,Low,10,47.69,23.8,1,53.47,Likely,2025-07-05 04:47:08.279077
6873,57,Female,Canada,Bachelor's,Media,Staff,1,51-200,66.03,Never,87.01,9.1,Low,9,46.58,44.82,0,81.32,Very Likely,2024-10-12 04:47:08.279077
6874,23,Male,Canada,Master's,Finance,Staff,2,1001+,67.36,Rarely,60.97,45.85,Medium,6,44.22,56.3,4,41.58,Unlikely,2024-09-16 04:47:08.279077
6875,34,Male,Brazil,PhD,Healthcare,Technical Specialist,4,51-200,68.99,Never,81.12,14.86,Low,11,58.53,50.28,0,66.31,Likely,2025-02-14 04:47:08.279077
6876,43,Female,India,PhD,Energy,Technical Specialist,3,1-50,45.89,Never,73.42,35.22,Medium,12,76.43,68.34,1,71.38,Likely,2025-04-26 04:47:08.279077
6877,44,Male,France,Bachelor's,Consulting,Staff,3,1-50,65.27,Daily,58.4,38.52,Medium,11,62.97,66.76,1,54.23,Likely,2025-07-16 04:47:08.279077
6878,20,Female,UK,Master's,Media,Executive,4,1001+,55.53,Never,100.0,11.34,Low,21,99.51,100.0,0,100.0,Very Likely,2025-06-12 04:47:08.279077
6879,26,Male,Japan,Bachelor's,Education,Staff,4,51-200,58.92,Occasionally,78.69,13.89,Low,7,19.59,26.64,0,53.29,Likely,2025-06-19 04:47:08.279077
6880,50,Female,Germany,Bachelor's,Healthcare,Staff,5,1001+,71.3,Never,66.34,26.54,Low,8,52.23,38.01,3,65.5,Likely,2025-07-20 04:47:08.279077
6881,31,Female,Brazil,Master's,IT,Staff,3,201-1000,46.74,Occasionally,75.37,33.86,Medium,13,70.6,67.48,1,63.16,Likely,2024-11-27 04:47:08.279077
6882,24,Male,Germany,High School,Finance,Staff,4,51-200,61.28,Occasionally,36.93,50.52,Medium,4,71.97,92.08,0,64.99,Likely,2025-03-04 04:47:08.279077
6883,57,Male,USA,PhD,Manufacturing,HR,5,1001+,68.62,Often,69.48,20.51,Low,8,46.87,31.25,0,56.89,Likely,2024-12-04 04:47:08.279077
6884,31,Female,Japan,Bachelor's,Manufacturing,Staff,3,1-50,64.05,Occasionally,74.62,23.53,Low,14,47.26,40.27,1,53.58,Likely,2025-05-23 04:47:08.279077
6885,58,Prefer not to say,South Africa,Bachelor's,Education,Manager,4,201-1000,54.96,Often,60.4,46.24,Medium,23,87.62,82.2,2,75.6,Very Likely,2024-10-20 04:47:08.279077
6886,37,Female,France,Bachelor's,Media,Manager,6,1001+,50.9,Rarely,50.88,51.72,Medium,28,58.53,71.59,1,52.33,Likely,2025-03-09 04:47:08.279077
6887,21,Male,Canada,Master's,Finance,Executive,6,1001+,73.6,Occasionally,42.15,56.52,Medium,19,58.79,62.79,0,54.44,Likely,2025-01-09 04:47:08.279077
6888,29,Male,France,Bachelor's,Finance,Manager,4,51-200,39.67,Occasionally,97.09,0.0,Low,23,14.74,15.12,1,57.29,Likely,2025-06-08 04:47:08.279077
6889,34,Male,Germany,Master's,Education,Staff,9,1-50,42.33,Rarely,75.92,25.66,Low,8,54.01,48.35,0,64.2,Likely,2025-01-18 04:47:08.279077
6890,49,Male,South Africa,Bachelor's,Finance,Staff,6,1-50,56.15,Never,42.9,63.14,Medium,10,58.63,42.87,0,52.17,Likely,2025-03-20 04:47:08.279077
6891,36,Female,Japan,High School,Energy,Technical Specialist,3,1-50,52.21,Rarely,83.5,19.98,Low,11,41.75,42.5,0,58.5,Likely,2025-05-07 04:47:08.279077
6892,23,Female,India,Master's,Education,Technical Specialist,4,1001+,31.69,Rarely,74.97,27.43,Low,9,30.94,34.46,1,39.82,Unlikely,2024-10-09 04:47:08.279077
6893,26,Male,Canada,Bachelor's,Education,Staff,4,201-1000,62.39,Rarely,58.4,39.29,Medium,3,36.43,14.91,4,51.73,Likely,2024-11-16 04:47:08.279077
6894,60,Male,Australia,High School,Government,Staff,8,51-200,38.85,Occasionally,37.01,56.82,Medium,14,36.37,40.76,0,35.96,Unlikely,2025-07-03 04:47:08.279077
6895,50,Male,Germany,High School,Manufacturing,Staff,4,51-200,45.03,Rarely,59.4,44.0,Medium,13,60.29,64.61,2,52.9,Likely,2024-10-12 04:47:08.279077
6896,58,Female,USA,High School,Finance,Executive,2,51-200,54.44,Occasionally,68.05,36.45,Medium,24,89.86,100.0,0,80.83,Very Likely,2025-05-27 04:47:08.279077
6897,53,Female,Japan,Bachelor's,Consulting,HR,5,51-200,50.91,Rarely,97.72,8.21,Low,16,31.73,11.66,0,54.38,Likely,2025-05-07 04:47:08.279077
6898,25,Female,Japan,Bachelor's,IT,Manager,2,51-200,60.63,Occasionally,65.37,33.75,Medium,29,75.14,64.06,2,70.37,Likely,2025-07-19 04:47:08.279077
6899,57,Male,UK,Master's,Energy,Technical Specialist,8,201-1000,57.6,Rarely,51.33,46.85,Medium,10,53.7,67.79,0,57.35,Likely,2024-11-14 04:47:08.279077
6900,53,Female,Canada,Bachelor's,IT,Technical Specialist,8,1-50,59.77,Occasionally,61.72,44.8,Medium,10,62.1,75.41,1,54.15,Likely,2024-10-12 04:47:08.279077
6901,34,Male,Canada,Master's,Government,Manager,3,1-50,46.76,Often,66.73,30.03,Low,22,8.12,0.0,2,35.31,Unlikely,2025-01-08 04:47:08.279077
6902,33,Male,South Africa,Bachelor's,Manufacturing,Staff,3,1001+,51.12,Occasionally,62.81,45.46,Medium,10,39.33,43.07,0,34.32,Unlikely,2025-07-21 04:47:08.279077
6903,25,Female,Brazil,Bachelor's,Healthcare,Staff,3,1-50,66.16,Often,69.68,34.6,Medium,8,40.85,41.5,1,51.13,Likely,2025-07-30 04:47:08.279077
6904,56,Female,Australia,Bachelor's,IT,Manager,3,51-200,20.09,Often,73.87,28.1,Low,19,75.3,98.4,0,54.16,Likely,2025-04-28 04:47:08.279077
6905,51,Male,India,High School,Consulting,Staff,5,201-1000,65.0,Occasionally,63.04,34.77,Medium,8,58.74,61.55,2,56.56,Likely,2024-10-11 04:47:08.279077
6906,22,Male,Canada,High School,Consulting,Manager,4,1-50,45.13,Rarely,99.49,6.35,Low,24,83.18,83.38,0,71.12,Likely,2025-03-11 04:47:08.279077
6907,22,Male,USA,Bachelor's,Manufacturing,Staff,1,1-50,58.06,Rarely,71.46,44.16,Medium,8,15.6,0.0,3,49.83,Unlikely,2024-10-16 04:47:08.279077
6908,41,Male,UK,High School,Finance,Staff,4,51-200,76.16,Rarely,71.24,22.9,Low,6,66.3,55.26,1,64.47,Likely,2025-07-04 04:47:08.279077
6909,41,Female,Canada,High School,Manufacturing,Staff,4,1-50,51.24,Never,62.5,37.18,Medium,8,42.09,48.47,3,27.47,Unlikely,2025-05-19 04:47:08.279077
6910,29,Female,Brazil,Bachelor's,Government,Manager,6,51-200,71.0,Rarely,56.87,43.53,Medium,15,51.79,37.96,0,46.09,Unlikely,2024-10-22 04:47:08.279077
6911,22,Male,UK,Master's,Manufacturing,Technical Specialist,2,1001+,100.0,Often,71.4,24.86,Low,12,31.71,37.52,1,47.97,Unlikely,2025-01-12 04:47:08.279077
6912,31,Male,Germany,Master's,Healthcare,Staff,3,1001+,69.44,Never,54.66,45.63,Medium,11,50.25,46.84,1,42.13,Unlikely,2024-09-06 04:47:08.279077
6913,48,Male,USA,Master's,Energy,Technical Specialist,0,51-200,50.72,Occasionally,59.39,51.15,Medium,7,35.78,23.05,0,37.88,Unlikely,2025-05-15 04:47:08.279077
6914,36,Female,Canada,High School,IT,Staff,5,1001+,53.16,Rarely,72.88,35.49,Medium,8,35.74,33.2,1,47.6,Unlikely,2025-05-02 04:47:08.279077
6915,26,Male,India,Other,Media,Technical Specialist,5,51-200,49.61,Often,85.48,13.94,Low,10,67.17,51.19,0,87.09,Very Likely,2024-10-02 04:47:08.279077
6916,32,Female,Canada,Master's,Education,Staff,4,1001+,31.62,Often,48.22,44.07,Medium,8,38.37,32.95,0,45.71,Unlikely,2024-11-05 04:47:08.279077
6917,21,Male,Germany,High School,Finance,Manager,2,51-200,19.55,Rarely,60.35,51.24,Medium,19,92.98,88.36,1,79.02,Very Likely,2025-01-12 04:47:08.279077
6918,23,Female,UK,Master's,Retail,Staff,3,1-50,45.12,Often,56.65,46.91,Medium,4,60.93,47.81,0,56.77,Likely,2024-10-16 04:47:08.279077
6919,29,Female,Australia,Bachelor's,Finance,Staff,6,201-1000,76.26,Occasionally,62.32,39.75,Medium,9,60.34,96.0,1,65.19,Likely,2024-08-18 04:47:08.279077
6920,58,Female,India,High School,Retail,Executive,2,51-200,26.26,Occasionally,62.61,37.6,Medium,33,80.69,98.33,0,61.73,Likely,2025-01-13 04:47:08.279077
6921,43,Other,Germany,High School,Media,Staff,2,201-1000,60.66,Never,46.71,52.73,Medium,6,74.86,75.79,0,80.72,Very Likely,2025-03-02 04:47:08.279077
6922,36,Female,Canada,Bachelor's,Finance,Technical Specialist,2,51-200,74.68,Occasionally,63.78,41.54,Medium,2,25.69,6.71,2,28.65,Unlikely,2025-03-01 04:47:08.279077
6923,25,Female,Germany,Bachelor's,IT,Staff,2,51-200,72.0,Rarely,63.68,37.11,Medium,6,36.46,71.17,1,60.7,Likely,2025-01-05 04:47:08.279077
6924,38,Male,Japan,PhD,Government,Technical Specialist,2,201-1000,38.38,Daily,64.12,39.21,Medium,7,68.75,50.23,2,76.42,Very Likely,2025-03-17 04:47:08.279077
6925,24,Male,Australia,High School,Consulting,Staff,5,1-50,59.8,Occasionally,53.69,27.57,Low,9,44.05,20.9,2,50.29,Likely,2025-06-25 04:47:08.279077
6926,51,Male,France,Bachelor's,Finance,Manager,3,1-50,31.42,Daily,81.46,20.04,Low,15,70.41,57.28,0,70.1,Likely,2024-12-21 04:47:08.279077
6927,29,Female,Brazil,High School,Manufacturing,Staff,3,51-200,52.48,Often,75.69,20.7,Low,10,20.17,0.0,0,40.07,Unlikely,2024-10-19 04:47:08.279077
6928,28,Female,Japan,Bachelor's,Consulting,HR,6,1-50,47.19,Never,50.29,56.63,Medium,14,55.86,60.62,0,35.55,Unlikely,2024-11-07 04:47:08.279077
6929,46,Male,Germany,PhD,Manufacturing,Manager,4,1-50,43.81,Never,80.94,22.59,Low,26,42.84,46.55,0,62.3,Likely,2024-09-26 04:47:08.279077
6930,32,Female,Brazil,Bachelor's,Media,Manager,2,51-200,36.94,Daily,58.39,53.44,Medium,20,53.47,55.78,4,52.92,Likely,2024-10-09 04:47:08.279077
6931,38,Female,India,Bachelor's,IT,Executive,6,201-1000,46.87,Rarely,76.14,4.71,Low,29,100.0,97.24,1,83.47,Very Likely,2024-11-05 04:47:08.279077
6932,40,Female,South Africa,Master's,Energy,HR,5,51-200,57.99,Rarely,81.23,14.06,Low,7,35.05,31.84,0,50.09,Likely,2024-08-16 04:47:08.279077
6933,43,Female,Japan,High School,Government,Staff,0,51-200,75.15,Rarely,51.13,42.19,Medium,15,50.11,48.71,1,37.92,Unlikely,2025-06-12 04:47:08.279077
6934,57,Prefer not to say,India,PhD,Healthcare,Manager,1,51-200,53.35,Never,77.33,19.19,Low,18,69.28,53.11,0,71.14,Likely,2025-06-14 04:47:08.279077
6935,23,Male,Germany,Bachelor's,Energy,Technical Specialist,5,1-50,71.87,Never,91.76,7.64,Low,10,39.17,15.96,1,52.83,Likely,2024-12-17 04:47:08.279077
6936,43,Male,Australia,Bachelor's,Healthcare,Staff,3,1001+,59.9,Never,54.32,46.79,Medium,7,29.01,30.13,0,37.23,Unlikely,2025-06-09 04:47:08.279077
6937,54,Female,Canada,Master's,Government,Operations,2,51-200,59.49,Daily,86.81,0.33,Low,12,51.41,39.63,0,62.88,Likely,2025-05-20 04:47:08.279077
6938,22,Male,Brazil,Bachelor's,Retail,Staff,2,1-50,68.41,Often,70.38,44.29,Medium,5,44.38,39.54,5,38.2,Unlikely,2025-06-12 04:47:08.279077
6939,23,Male,South Africa,Bachelor's,Healthcare,Staff,6,1001+,77.91,Rarely,54.01,47.88,Medium,18,72.0,70.17,1,65.38,Likely,2024-11-29 04:47:08.279077
6940,56,Female,UK,Master's,Finance,Manager,9,51-200,68.74,Rarely,67.62,33.68,Medium,35,80.83,85.4,4,73.14,Likely,2025-06-04 04:47:08.279077
6941,59,Female,Germany,High School,Retail,Manager,6,51-200,52.01,Occasionally,56.28,51.72,Medium,29,76.92,85.28,1,87.66,Very Likely,2024-11-29 04:47:08.279077
6942,54,Female,India,Bachelor's,Energy,Technical Specialist,5,201-1000,75.29,Rarely,45.94,51.85,Medium,12,76.74,74.97,1,52.44,Likely,2024-11-29 04:47:08.279077
6943,50,Male,UK,PhD,Government,Staff,3,51-200,67.54,Often,66.44,37.18,Medium,9,50.9,62.01,1,67.4,Likely,2025-07-20 04:47:08.279077
6944,44,Female,Brazil,Bachelor's,Media,Technical Specialist,4,51-200,65.06,Never,58.47,50.14,Medium,12,50.88,56.12,0,53.09,Likely,2024-08-16 04:47:08.279077
6945,59,Male,Germany,Bachelor's,Media,Technical Specialist,1,1-50,43.5,Rarely,63.9,38.37,Medium,6,49.21,45.74,0,57.61,Likely,2025-02-02 04:47:08.279077
6946,32,Male,UK,High School,Media,HR,4,51-200,36.93,Occasionally,69.57,36.06,Medium,8,45.65,65.45,5,40.27,Unlikely,2024-09-12 04:47:08.279077
6947,23,Female,Germany,Bachelor's,Energy,Staff,6,1-50,58.92,Rarely,63.98,35.49,Medium,9,47.32,13.42,1,34.91,Unlikely,2025-07-21 04:47:08.279077
6948,33,Male,Japan,Master's,IT,Executive,5,51-200,49.33,Never,62.49,39.71,Medium,30,70.89,100.0,2,76.23,Very Likely,2025-04-04 04:47:08.279077
6949,32,Male,UK,Bachelor's,Manufacturing,Executive,3,51-200,67.69,Often,57.66,32.72,Low,22,52.76,47.91,2,59.63,Likely,2024-10-10 04:47:08.279077
6950,46,Female,South Africa,Bachelor's,Manufacturing,Manager,3,1-50,67.39,Rarely,53.16,41.57,Medium,18,100.0,89.37,1,77.6,Very Likely,2025-04-17 04:47:08.279077
6951,25,Male,France,PhD,Energy,HR,1,1-50,75.35,Daily,48.56,50.65,Medium,12,58.53,62.47,0,47.15,Unlikely,2025-06-08 04:47:08.279077
6952,36,Other,Brazil,Master's,Consulting,Technical Specialist,10,51-200,73.57,Rarely,53.69,57.47,Medium,10,0.0,0.0,1,34.78,Unlikely,2025-03-31 04:47:08.279077
6953,55,Female,Germany,Bachelor's,Healthcare,Staff,4,201-1000,75.01,Rarely,78.69,33.4,Medium,11,76.36,87.35,0,94.38,Very Likely,2025-08-02 04:47:08.279077
6954,59,Prefer not to say,UK,Bachelor's,IT,Manager,2,201-1000,64.1,Occasionally,78.14,31.92,Low,19,45.06,35.23,3,36.28,Unlikely,2025-07-01 04:47:08.279077
6955,54,Male,Australia,Master's,Healthcare,Technical Specialist,4,1001+,45.15,Often,86.14,5.4,Low,14,58.59,74.33,4,74.96,Likely,2025-02-10 04:47:08.279077
6956,36,Female,UK,High School,Retail,Technical Specialist,4,1-50,83.16,Often,58.38,34.92,Medium,13,52.25,47.22,0,62.06,Likely,2024-11-05 04:47:08.279077
6957,60,Male,Japan,Bachelor's,Government,Manager,3,1-50,68.74,Never,91.28,0.0,Low,21,68.36,60.6,3,82.84,Very Likely,2025-02-17 04:47:08.279077
6958,21,Female,India,High School,Media,Technical Specialist,5,1001+,66.94,Rarely,64.39,27.55,Low,11,61.0,57.78,2,62.33,Likely,2025-04-11 04:47:08.279077
6959,32,Male,UK,High School,Education,Manager,3,1-50,75.06,Often,47.11,47.78,Medium,20,61.25,60.12,1,45.13,Unlikely,2025-04-02 04:47:08.279077
6960,21,Male,France,PhD,Education,Manager,3,51-200,41.95,Never,81.21,15.92,Low,28,59.88,68.65,3,65.47,Likely,2024-10-12 04:47:08.279077
6961,47,Female,South Africa,Master's,Healthcare,Executive,4,201-1000,52.51,Occasionally,66.14,44.13,Medium,29,73.26,89.54,3,85.98,Very Likely,2024-10-25 04:47:08.279077
6962,45,Male,Brazil,High School,Healthcare,Technical Specialist,3,1001+,35.82,Occasionally,66.79,31.51,Low,10,44.25,48.25,0,61.74,Likely,2024-11-09 04:47:08.279077
6963,41,Male,Germany,Master's,Media,Manager,5,1001+,49.8,Rarely,54.53,60.94,Medium,24,49.38,52.95,1,37.92,Unlikely,2024-11-26 04:47:08.279077
6964,22,Male,Germany,High School,Healthcare,Staff,0,201-1000,49.0,Daily,65.99,24.86,Low,12,67.52,86.57,0,53.29,Likely,2024-08-19 04:47:08.279077
6965,54,Female,Germany,Bachelor's,Healthcare,Manager,2,201-1000,38.26,Occasionally,67.37,31.37,Low,24,66.55,67.01,0,61.67,Likely,2025-02-28 04:47:08.279077
6966,31,Male,Canada,Master's,Media,Staff,4,1001+,58.6,Often,68.59,36.43,Medium,10,27.98,29.6,1,29.98,Unlikely,2024-08-10 04:47:08.279077
6967,43,Male,Japan,Bachelor's,Manufacturing,Executive,5,201-1000,87.42,Occasionally,60.63,36.29,Medium,29,34.27,29.89,0,51.05,Likely,2024-12-19 04:47:08.279077
6968,24,Male,Australia,Master's,Retail,HR,6,1-50,47.04,Often,68.1,30.74,Low,12,50.42,54.58,1,56.87,Likely,2025-03-02 04:47:08.279077
6969,39,Female,Brazil,Bachelor's,IT,Staff,6,1-50,73.89,Daily,65.48,28.8,Low,9,50.05,38.39,0,59.98,Likely,2024-11-24 04:47:08.279077
6970,58,Female,Brazil,Bachelor's,Finance,HR,2,51-200,53.58,Daily,70.38,32.88,Low,12,34.6,39.07,0,42.8,Unlikely,2025-07-12 04:47:08.279077
6971,58,Male,Germany,PhD,Healthcare,Staff,2,201-1000,68.91,Occasionally,67.1,31.98,Low,10,47.09,53.38,2,63.64,Likely,2024-11-14 04:47:08.279077
6972,32,Male,Japan,High School,Finance,Staff,4,201-1000,57.21,Daily,69.47,34.26,Medium,8,44.57,26.73,0,57.83,Likely,2024-11-15 04:47:08.279077
6973,60,Male,India,Bachelor's,Energy,Staff,5,51-200,45.03,Rarely,66.41,20.44,Low,11,38.81,57.29,0,62.23,Likely,2024-09-05 04:47:08.279077
6974,31,Male,Brazil,Bachelor's,Healthcare,Manager,3,51-200,71.98,Occasionally,76.47,22.41,Low,23,81.98,56.02,0,78.44,Very Likely,2024-11-01 04:47:08.279077
6975,32,Male,UK,Master's,Education,HR,4,201-1000,54.69,Often,84.16,20.88,Low,14,56.74,46.24,1,82.33,Very Likely,2025-03-15 04:47:08.279077
6976,29,Female,France,Bachelor's,IT,Manager,4,1-50,59.22,Never,61.69,39.17,Medium,23,35.14,40.76,1,27.09,Unlikely,2025-06-14 04:47:08.279077
6977,52,Female,Japan,Master's,IT,Manager,5,51-200,64.41,Often,39.85,54.18,Medium,19,72.04,87.54,0,47.69,Unlikely,2025-04-10 04:47:08.279077
6978,59,Other,Germany,Bachelor's,Government,Staff,4,1-50,42.54,Daily,72.11,28.2,Low,6,55.56,51.28,3,67.74,Likely,2025-07-21 04:47:08.279077
6979,35,Male,Brazil,Bachelor's,Media,Manager,3,201-1000,50.09,Rarely,84.25,20.02,Low,17,68.0,76.86,0,80.62,Very Likely,2025-01-16 04:47:08.279077
6980,54,Female,Canada,Other,Media,Manager,5,1-50,65.69,Often,62.64,29.0,Low,23,82.67,62.53,4,73.86,Likely,2025-03-25 04:47:08.279077
6981,22,Female,USA,Bachelor's,Government,Staff,1,1001+,51.37,Occasionally,69.02,39.88,Medium,14,34.61,40.34,3,35.33,Unlikely,2024-12-07 04:47:08.279077
6982,24,Female,USA,Bachelor's,Finance,Manager,2,51-200,30.47,Daily,53.44,41.87,Medium,31,59.9,49.71,2,79.86,Very Likely,2025-03-09 04:47:08.279077
6983,45,Female,Australia,Master's,Government,Manager,0,51-200,79.71,Occasionally,67.27,39.75,Medium,21,66.13,75.13,0,69.17,Likely,2025-02-26 04:47:08.279077
6984,30,Male,Brazil,Bachelor's,Media,Staff,2,1001+,42.16,Often,77.17,31.47,Low,13,42.57,47.1,0,47.89,Unlikely,2024-08-24 04:47:08.279077
6985,26,Male,South Africa,Bachelor's,Government,Manager,4,1-50,51.54,Often,69.3,37.83,Medium,19,67.17,44.87,0,67.54,Likely,2025-06-10 04:47:08.279077
6986,29,Female,India,Master's,Finance,Staff,3,1-50,68.38,Occasionally,65.25,36.39,Medium,9,98.11,90.66,1,89.4,Very Likely,2025-02-13 04:47:08.279077
6987,53,Male,Canada,Master's,Government,Staff,2,1-50,90.98,Often,80.64,18.22,Low,14,65.15,68.84,0,77.72,Very Likely,2025-01-10 04:47:08.279077
6988,22,Male,UK,Bachelor's,Manufacturing,Technical Specialist,3,1-50,33.74,Often,55.03,43.95,Medium,9,28.05,38.79,1,48.2,Unlikely,2025-02-20 04:47:08.279077
6989,27,Male,Japan,Bachelor's,Consulting,Technical Specialist,5,1-50,60.56,Daily,64.09,37.78,Medium,12,88.16,96.21,0,66.41,Likely,2025-06-12 04:47:08.279077
6990,50,Male,UK,PhD,Healthcare,Manager,3,51-200,65.98,Rarely,61.05,39.12,Medium,18,68.49,59.98,0,55.43,Likely,2025-05-22 04:47:08.279077
6991,30,Female,Brazil,Bachelor's,Education,HR,5,201-1000,71.65,Occasionally,61.08,38.12,Medium,7,58.32,57.54,1,53.08,Likely,2025-06-03 04:47:08.279077
6992,26,Male,France,High School,Healthcare,Technical Specialist,3,1-50,41.78,Rarely,57.15,41.11,Medium,13,39.63,52.62,0,51.64,Likely,2025-05-04 04:47:08.279077
6993,21,Male,USA,Bachelor's,Government,Staff,0,1-50,53.94,Often,49.43,41.66,Medium,15,29.81,7.93,1,12.37,Very Unlikely,2025-04-28 04:47:08.279077
6994,25,Female,Brazil,High School,Healthcare,Staff,5,51-200,78.34,Occasionally,78.95,14.47,Low,14,41.05,50.93,3,49.24,Unlikely,2025-06-27 04:47:08.279077
